Date,Open,High,Low,Close,Adj Close,Volume
1972-08-25,0.021159001,0.021566,0.021159001,0.021484001,0.011664459,7526400
1972-08-28,0.021484001,0.021647001,0.021403,0.021403,0.011620479,2918400
1972-08-29,0.021322001,0.021322001,0.021159001,0.021159001,0.011488003,5836800
1972-08-30,0.021159001,0.021159001,0.020996001,0.021159001,0.011488003,1228800
1972-08-31,0.020996001,0.020996001,0.020833001,0.020833001,0.011311007,2611200
1972-09-01,0.020915,0.020996001,0.020915,0.020996001,0.011399502,768000
1972-09-05,0.020996001,0.020996001,0.020833001,0.020833001,0.011311007,1689600
1972-09-06,0.020996001,0.020996001,0.020996001,0.020996001,0.011399502,768000
1972-09-07,0.020996001,0.020996001,0.020915,0.020915,0.011355526,3532800
1972-09-08,0.020833001,0.020833001,0.020752,0.020752,0.011267024,1996800
1972-09-11,0.020915,0.020915,0.020915,0.020915,0.011355526,2764800
1972-09-12,0.020915,0.020915,0.020915,0.020915,0.011355526,1843200
1972-09-13,0.020915,0.020915,0.020915,0.020915,0.011355526,460800
1972-09-14,0.020915,0.021077,0.020833001,0.021077,0.011443475,3840000
1972-09-15,0.020996001,0.020996001,0.020915,0.020915,0.011355526,1536000
1972-09-18,0.020996001,0.021077,0.020996001,0.020996001,0.011399502,3225600
1972-09-19,0.020915,0.020915,0.020752,0.020833001,0.011311007,9369600
1972-09-20,0.020671001,0.020671001,0.020671001,0.020671001,0.01122304,153600
1972-09-21,0.020508001,0.020508001,0.020020001,0.020020001,0.010869591,4300800
1972-09-22,0.019938,0.019938,0.019286999,0.019286999,0.010471619,2611200
1972-09-25,0.019206,0.019206,0.018717,0.018717,0.010162148,2918400
1972-09-26,0.018717,0.018717,0.018555,0.018635999,0.010118169,2150400
1972-09-27,0.018472999,0.018472999,0.018229,0.018229,0.009897191,1996800
1972-09-28,0.018555,0.01888,0.018555,0.018717,0.010162148,4300800
1972-09-29,0.01888,0.018962,0.01888,0.018962,0.010295173,768000
1972-10-02,0.019123999,0.019857001,0.019123999,0.019857001,0.01078109,4915200
1972-10-03,0.020020001,0.020182,0.020020001,0.020182,0.010957552,1536000
1972-10-04,0.020264,0.020752,0.020264,0.020589,0.011178529,4608000
1972-10-05,0.020467,0.020467,0.020020001,0.020020001,0.010869591,4147200
1972-10-06,0.019938,0.019938,0.019206,0.019206,0.010427644,29337600
1972-10-09,0.019368,0.019531,0.019368,0.019531,0.010604105,3840000
1972-10-10,0.019531,0.019531,0.019531,0.019531,0.010604105,0
1972-10-11,0.019531,0.019613,0.019368,0.019613,0.010648619,1382400
1972-10-12,0.019531,0.019531,0.01945,0.01945,0.010560127,1075200
1972-10-13,0.01945,0.01945,0.01945,0.01945,0.010560127,153600
1972-10-16,0.019368,0.019368,0.018962,0.018962,0.010295173,1996800
1972-10-17,0.018962,0.019368,0.018798999,0.019286999,0.010471619,7372800
1972-10-18,0.01945,0.020833001,0.01945,0.020671001,0.01122304,23347200
1972-10-19,0.020671001,0.020833001,0.020671001,0.020752,0.011267024,31795200
1972-10-20,0.020589,0.020589,0.020589,0.020589,0.011178529,153600
1972-10-23,0.020589,0.020589,0.020508001,0.020508001,0.011134547,1382400
1972-10-24,0.020589,0.020589,0.020589,0.020589,0.011178529,307200
1972-10-25,0.020426,0.020426,0.020182,0.020182,0.010957552,3686400
1972-10-26,0.020345001,0.020345001,0.020345001,0.020345001,0.011046045,153600
1972-10-27,0.020426,0.020426,0.020426,0.020426,0.011090025,614400
1972-10-30,0.020426,0.020508001,0.020264,0.020345001,0.011046045,3993600
1972-10-31,0.020426,0.020996001,0.020426,0.020996001,0.011399502,2150400
1972-11-01,0.02124,0.021973001,0.02124,0.021973001,0.011929957,6758400
1972-11-02,0.022135001,0.02238,0.022135001,0.022135001,0.012017901,2150400
1972-11-03,0.022054,0.022054,0.021973001,0.022054,0.011973935,4300800
1972-11-06,0.022054,0.022054,0.022054,0.022054,0.011973935,460800
1972-11-08,0.022135001,0.02238,0.022135001,0.022298001,0.012106412,2150400
1972-11-09,0.022298001,0.022298001,0.022135001,0.022298001,0.012106412,2457600
1972-11-10,0.022298001,0.022298001,0.022298001,0.022298001,0.012106412,0
1972-11-13,0.022217,0.022217,0.022054,0.022217,0.01206243,1228800
1972-11-14,0.022135001,0.022135001,0.021973001,0.021973001,0.011929957,460800
1972-11-15,0.021973001,0.022054,0.021810001,0.021891,0.011885433,1689600
1972-11-16,0.021891,0.021973001,0.021810001,0.021973001,0.011929957,1843200
1972-11-17,0.021973001,0.022135001,0.021891,0.021891,0.011885433,4147200
1972-11-20,0.021891,0.021973001,0.021810001,0.021810001,0.011841453,460800
1972-11-21,0.021810001,0.022298001,0.021647001,0.022298001,0.012106412,1689600
1972-11-22,0.022298001,0.022542,0.022298001,0.022298001,0.012106412,1382400
1972-11-24,0.022298001,0.02238,0.022217,0.022217,0.01206243,1075200
1972-11-27,0.022217,0.022786001,0.022135001,0.022786001,0.012371358,18739200
1972-11-28,0.022624001,0.022624001,0.022135001,0.022135001,0.012017901,10444800
1972-11-29,0.021973001,0.021973001,0.021159001,0.021159001,0.011488003,10752000
1972-11-30,0.020996001,0.020996001,0.020915,0.020996001,0.011399502,614400
1972-12-01,0.021077,0.021322001,0.021077,0.021322001,0.011576492,4454400
1972-12-04,0.021484001,0.022135001,0.021484001,0.022135001,0.012017901,2918400
1972-12-05,0.022461001,0.022461001,0.022461001,0.022461001,0.012194901,3993600
1972-12-06,0.022461001,0.022461001,0.02238,0.022461001,0.012194901,1228800
1972-12-07,0.022461001,0.022461001,0.022298001,0.022298001,0.012106412,1996800
1972-12-08,0.022298001,0.022298001,0.021973001,0.021973001,0.011929957,29337600
1972-12-11,0.022135001,0.022217,0.022135001,0.022217,0.01206243,1075200
1972-12-12,0.022054,0.022054,0.021973001,0.021973001,0.011929957,614400
1972-12-13,0.022054,0.022135001,0.022054,0.022135001,0.012017901,307200
1972-12-14,0.022217,0.022298001,0.022217,0.022217,0.01206243,4915200
1972-12-15,0.022298001,0.022461001,0.022298001,0.02238,0.012150922,4608000
1972-12-18,0.02238,0.02238,0.022217,0.022298001,0.012106412,4608000
1972-12-19,0.022298001,0.02238,0.022217,0.02238,0.012150922,460800
1972-12-20,0.02238,0.022461001,0.020996001,0.022461001,0.012194901,614400
1972-12-21,0.02238,0.02238,0.022217,0.022298001,0.012106412,27187200
1972-12-22,0.022298001,0.022461001,0.022217,0.022461001,0.012194901,3686400
1972-12-26,0.022461001,0.022705,0.022135001,0.022135001,0.012017901,1843200
1972-12-27,0.022135001,0.022298001,0.021973001,0.022298001,0.012106412,2304000
1972-12-29,0.022298001,0.022461001,0.022135001,0.022461001,0.012194901,921600
1973-01-02,0.022542,0.022705,0.022542,0.022542,0.012238881,1382400
1973-01-03,0.022461001,0.022461001,0.02238,0.022461001,0.012194901,2304000
1973-01-04,0.022461001,0.022705,0.02238,0.02238,0.012150922,5222400
1973-01-05,0.02238,0.02238,0.022217,0.022298001,0.012106412,4761600
1973-01-08,0.022298001,0.022298001,0.022135001,0.022217,0.01206243,1996800
1973-01-09,0.022135001,0.022135001,0.021647001,0.021810001,0.011841453,10752000
1973-01-10,0.021810001,0.021810001,0.02124,0.02124,0.011531974,3840000
1973-01-11,0.021484001,0.021810001,0.021484001,0.021729,0.011797478,3993600
1973-01-12,0.021729,0.021973001,0.021647001,0.021647001,0.011752951,5836800
1973-01-15,0.021484001,0.021484001,0.021403,0.021403,0.011620479,1075200
1973-01-16,0.021403,0.021810001,0.021322001,0.021810001,0.011841453,10444800
1973-01-17,0.021810001,0.022054,0.021729,0.021891,0.011885433,1996800
1973-01-18,0.021891,0.021891,0.021891,0.021891,0.011885433,0
1973-01-19,0.021729,0.021729,0.021484001,0.021484001,0.011664459,1843200
1973-01-22,0.021403,0.021403,0.02124,0.02124,0.011531974,921600
1973-01-23,0.02124,0.021322001,0.020508001,0.020508001,0.011134547,4608000
1973-01-24,0.020671001,0.021077,0.020671001,0.020833001,0.011311007,4761600
1973-01-26,0.020671001,0.020671001,0.020345001,0.020671001,0.01122304,3379200
1973-01-29,0.020508001,0.020508001,0.019938,0.019938,0.010825085,2918400
1973-01-30,0.019774999,0.019774999,0.019531,0.019613,0.010648619,3840000
1973-01-31,0.019531,0.019531,0.019286999,0.019286999,0.010471619,1536000
1973-02-01,0.01945,0.019938,0.01945,0.019694,0.010692606,9369600
1973-02-02,0.019694,0.019938,0.019613,0.019694,0.010692606,7680000
1973-02-05,0.019694,0.019694,0.019694,0.019694,0.010692606,307200
1973-02-06,0.019694,0.019774999,0.019613,0.019613,0.010648619,3532800
1973-02-07,0.019694,0.019857001,0.019694,0.019857001,0.01078109,9984000
1973-02-08,0.019857001,0.019857001,0.019531,0.019531,0.010604105,2611200
1973-02-09,0.019531,0.019531,0.019368,0.019531,0.010604105,3072000
1973-02-12,0.019531,0.020182,0.019531,0.020182,0.010957552,6758400
1973-02-13,0.020182,0.020264,0.020101,0.020182,0.010957552,2457600
1973-02-14,0.020182,0.020182,0.020020001,0.020182,0.010957552,3072000
1973-02-15,0.020345001,0.020508001,0.020345001,0.020508001,0.011134547,2918400
1973-02-16,0.020833001,0.021159001,0.020833001,0.020996001,0.011399502,3993600
1973-02-20,0.021159001,0.021322001,0.021159001,0.021322001,0.011576492,17510400
1973-02-21,0.021322001,0.021322001,0.02124,0.02124,0.011531974,3993600
1973-02-22,0.02124,0.02124,0.020671001,0.020671001,0.01122304,40857600
